username,rating,review,date
oprasto udiyatmoko udiyatmoko,5,sopee supaya meningkatkan pelayanan dan pengawasan,2025-04-05 21:10:12
Suryati Suryati,5,saya hanya kecewa kenapa Shopee tidak bekerja sama lg dengan ekspedisi j&t lagi padahal di tempat saya jnt lah yg paling bagus,2025-04-05 21:09:56
Nur Indah,1,"kecewa banget ma shopeefoddnya,, kita ni bayar pake shopeepay bukan pake paylater tp gila 1jam lebih makanan ga datang dong.. yang mau makan enak jdi ngga napsu dluan gara² pelayanannya lama banget",2025-04-05 21:09:51
Dimas Febriansyah,5,apk bagus,2025-04-05 21:08:30
Cindy Caroline,2,"shoppe knp sih kalo hujan susah bgt dapet driver,mana batalinnya hrs nunggu dulu 13 menit😭🙏🏻",2025-04-05 21:08:10
Rayan Soca cendana,2,"no udah bener, email udah bener tapi harus verifikasi, pas udah selesai verifikasi malah gamasuk no nya",2025-04-05 21:08:05
Krisna ayu,5,belanja di shopee gak ada nyeselnya,2025-04-05 21:07:36
Yunita amanda Sari,3,kurir nya terlalu lama pengantaran dari pagi sampe sekarang tuh paket ga nyampe-nyampe,2025-04-05 21:07:14
Jina Waya,1,semenjak pindah dari jnt pengantarannya lama waktunya juga di undur undur mulu,2025-04-05 21:07:06
zyraa San,1,lelet mending ke tiktokshop,2025-04-05 21:06:47
Olimpia Della,4,sampe saat ini masih bisa di andalkan,2025-04-05 21:06:04
Mery Anjani,5,👍,2025-04-05 21:05:22
Muhammad Musdar,5,sangat puas belanja diaplikasi Shopee,2025-04-05 21:05:18
reiza sya,3,"Tolong kk Developer, agar disable permanen fitur/menu ""video"" sy. Yg saat start-up apk shopee. Sdh dialgoritma/dicoding auto-nyala, gt kk ku. Langsung auto-buka ""video"". Kan ini BUKAN tiktok (tapi shopee). Knp MAKSA saat start-up, mode video aktif dg volume suara ngagetin? Sgt ganggu! bikin gak nyaman & boros pulsa data pula. *)NB: 🙏 Please sertakan tombol or menu utk disablenya, utk kendala ""fatal"" yg ""vital"" diatas ini ☝️🙏. Pada edisi terbit upgrade apk, versi berikutnya. Tolong ya. 👌🏻🛒📚",2025-04-05 21:05:00
Muhammad Fatkul,1,"shopee semakin kesini bukanya tambah baik malah tambah berkurang,selain penjualnya yang tidak amanah tidak jujur dan banyak penipuan ditambah lagi untuk pengirimanya tambah buruk dan lemot tidak jelas saran saya kalau mau beli barang lebih berhati"" cek dulu tokonya,dan lihat rating dan ulasan,sekian semoga bermanfaat",2025-04-05 21:04:39
Aditya Saputra,1,"akhir"" ini pengiriman nya lambat tidak sesuai tanggal estimasi yang di tentukan",2025-04-05 21:04:27
11 MINE 11,1,"(1) Belum tersedia metode pembayaran menggunakan QRIS. Padahal di eCommerce pesaing sudah tersedia metode pembayaran menggunakan QRIS (2) Verifikasi pembayaran atau transfer Seabank masih menggunakan PIN, belum bisa menggunakan Sidik Jari",2025-04-05 21:04:25
Mazda Wati,5,sangat baik dan bermanfaat,2025-04-05 21:03:59
Joko Purnomo,1,"dari kabar yang saya baca, apa benar dari pihak shopee mulai april tidak menggunakan j&t expres sebagai jasa kirim, memutus hubungan kerjasama dengan j&t expres? mau mengandalkan SPX expres, j&t cargo,dan ninja expres yang mengirimkan paket terlalu lama sampai tujuan? mungkin sudah saatnya beralih ke toko online yang lain",2025-04-05 21:03:40
Maxxstone Stone,5,aman dan terpercaya,2025-04-05 21:03:10
Yanti Abadi,5,"sesuai harapan kita, produk pun sangat terjangkau",2025-04-05 21:02:45
Dendi Herdiana,5,Pokoknya shoope keren,2025-04-05 21:02:25
RAFA,5,bener,2025-04-05 21:01:55
Ahmad Sirojuddin,5,shopee mantap,2025-04-05 21:01:33
Cosmas Budi Rahardjo,5,Seneng aja belanja di Shopee,2025-04-05 21:01:26
Bahrul Kirom,5,shopee ok,2025-04-05 21:01:03
Johansyah Saputra,5,Semua pilihan yang baik semoga sukses selalu sesuai bagus,2025-04-05 21:00:56
Pengguna Google,1,"Aplikasinya berat boros quota internet, promo cuma gimmick, diskon banyak tapi habis, hoax",2025-04-05 21:00:53
Mas iif Rafi'ah,5,produk nya keren banget aku udah 3 kali cek out,2025-04-05 21:00:06
imelda setyaningrum,4,"bagus bgt apk nya barangnya juga murah¹ udh gtu gratis ongkir lagi pokok nya the best dehh apknya ini, dia tepat waktu",2025-04-05 20:59:46
Ramlah Rara,5,mantap,2025-04-05 20:59:23
Om Aji,5,aman,2025-04-05 20:59:16
Kurniawan Natuna,5,sangat baik dan mmbntu agar mudah berbelanja,2025-04-05 20:59:12
taufik masri,5,"Terima Kasih Shopee, Aplikasi yg sangat membantu sekali untuk Berbelanja 👍👍👍",2025-04-05 20:58:51
Yusran Karim,5,oke,2025-04-05 20:58:45
Kevin Jericho,5,aplikasi nya mantul😁😁,2025-04-05 20:58:40
Dedi Azha,5,shopee emang mantap,2025-04-05 20:57:58
SkyRaa,4,"Ini shopee food nya yang bermasalah atau emng lagi ga ada driver ya? setiap mesen makanan status nya mencari driver trus..udah beberapa hari jugaa tetep sama, berakhir di batalin. udah mesen di resto yang beda"" juga tetep sama :(",2025-04-05 20:57:18
Nurjannah Pernek,1,"slalu update2 trus, stiapau buka aplikasi lama bisa loadingnya, mau co juga suka lemot",2025-04-05 20:57:14
DS Officiall,5,gooddd,2025-04-05 20:56:38
Uus Uswatun hasanah,5,ok banget,2025-04-05 20:56:27
Zeinn Hmd,1,"cari driver udah kay nyari keadilan di Indonesia, susah banget. udah nungguin 2 jam lebih pesan/batal berkali2 tetap ga nemu driver.",2025-04-05 20:56:13
Muhammad Wildan,5,Ndang donlod sopi soale lek tuku barang karek ngenteni di terno,2025-04-05 20:54:58
NutriSatir,1,kenapa selalu gk bisa buka shoopepay,2025-04-05 20:54:14
Bambang Irawan,5,pesanan sy sdh diterima dengan baik dan cepat,2025-04-05 20:52:35
Felix smakta,4,"untuk saat ini saya merasa sangat puas menggunakan shopee,namun setelah hilangnya pengiriman melalui JNT saya sedikit kecewa dengan pihak shope..bukan karena pemutusan kerja sama dengan JNT,namun Pengiriman menggunakan Spx kurang akurat🙏,2 kali paket saya hilang dengan status dalam pengiriman,tapi kurir tak kunjung memberi informasi paket telah sampai,saya tahu ini perkembangan baru shopee & saya akan tetap menggunakan aplikasi ini...semoga spx kedepannya berkembang dengan pengiriman bagus👍",2025-04-05 20:52:05
Marko Top,5,baik,2025-04-05 20:51:53
Himmah Nuril,5,Sangat memudahkan untuk berbelanja,2025-04-05 20:50:43
Kus Yanti,5,ongkir nya gratis dan murah meriah sukaaaaa banget sama shopee udah belanja berapa pun tetap gratis ongkir 😊😊,2025-04-05 20:47:29
Salva Wisesa edven,5,bagus,2025-04-05 20:46:16
Alim Doank,5,"tolong lahhh buat pihak shopee kurir yang kurang amanah langsung di nonaktifkan aja akun nya, alasan nya alamat tidak lengkap, trus pengiriman yang sudah sampai di lokasi masih di tahan, kadang di kasih sama kurir lain jadi males yang mau belanja. kuris nya ngak amanah",2025-04-05 20:46:10
Hamad _,5,oke gan,2025-04-05 20:45:47
Farelvahlevy_ Farelvahlevy_,5,okkk,2025-04-05 20:44:51
Supar Di,5,belanja lebih nudah,2025-04-05 20:44:22
Haikal Ali,5,mantappp,2025-04-05 20:42:46
Gigih Wijaya,5,Good Aplikasi,2025-04-05 20:42:21
Andy Wahyudi,1,👍,2025-04-05 20:41:15
Zahra Aqila,5,sangat membantu,2025-04-05 20:40:26
mick mick,1,saya kmrin di tipu salah satu lapak dr shopee barang yang saya pesan tidak sesuai dengan barang yg datang.saya merasa di rugika.pesan hp infinix smart 8 pro yg datang hp hd screen.ram katanya 12gb trnyata 2gb .memory katanya 512 trnyata cm 16gb.,2025-04-05 20:40:16
Supri Adi,5,okk,2025-04-05 20:39:33
Nailah sausan S,3,"apaan coba ada spx hrga nya jd mhl bngt,udh kena ongkir masa kena ongkir lagi,dr hrga 60rban jd 70rban g jls bngt",2025-04-05 20:37:33
Nani Malini,5,"slamat ini fine2 aja,gak ada yg mengecewakan slama sy ngorder,thank u for u shopee😍😍😍✌️✌️✌️",2025-04-05 20:37:21
Ikhsan Putra,1,Agar kapasitas video upload lebih besar dari sebelumnya dan pengajuan klaim apabila tidak terkirim video yang pertama untuk pengajuan kembali melalui google drive dapat menjadi pertimbangan kembali oleh tim terkait (investigasi) dan untuk pengiriman barang elektronik sebaiknya TIDAK menggunakan kendaraan bermotor roda 2,2025-04-05 20:36:05
Rafa Terafa,5,mantap,2025-04-05 20:36:01
Nunung Nurjani,5,memuaskan,2025-04-05 20:36:01
Abdul Mutolib,4,"untuk shopee,,lancar trusss",2025-04-05 20:35:25
Amara Amara,5,saya trima kasih kepada seluruh selershopi semua orang nya baik,2025-04-05 20:34:53
Rodi Ansyah,5,gua suka shoppe murah meriah barang2nyaa,2025-04-05 20:34:52
Wong Proyek Gamma,5,Return barang mudah,2025-04-05 20:33:21
nur Amin,5,"ok, bagus , mantappp, tingkat kan terusss....",2025-04-05 20:32:10
Mohamad hananda Alamsyah,1,"iyaa si cicilan 0% tapi biaya layanannya 530k gila Shopee, beli HP 8,5 juta jadi 9 juta sama aja ada bunganya wkwk",2025-04-05 20:31:47
Imanuel Paat,5,"mantap, harga bagus, pengiriman oke, kualitas mantap",2025-04-05 20:31:01
Mahtub Bae,4,sangat membantu banget,2025-04-05 20:30:41
Sifa Lestari,5,bagus,2025-04-05 20:30:35
Jax Khopler,5,keren banget.,2025-04-05 20:29:57
Heri Heri,5,mantap,2025-04-05 20:28:49
Susi Loe,5,msntap,2025-04-05 20:27:31
Ayunda Muama,5,mantap,2025-04-05 20:27:15
Andra Fahriza,5,Mantap ongkir murah,2025-04-05 20:27:04
pandji kishtiyanto,5,mantaps,2025-04-05 20:26:54
sobat Yahu,1,Sekarang sudah gak ada j&t pagi. Saatnya pindah ke aplikasi sebelah,2025-04-05 20:26:18
Bambang S,5,gampang belanja apa aja,2025-04-05 20:26:15
HadySrie Key,3,Hanya untuk berbelanja online.. kalau Untuk Shope food Jangan Disini Dah saran Saya ke Ke Gofood atau Grab food. Karna Shoppe food menjajah Drivernya dan sangat kejam kepada Drivernya. nasib driver Shoppe sangat miris🙏🙏. Lihat aja tuh di grup Facebook Driver Shopee mengeluarkan unek unek nya.,2025-04-05 20:25:26
Abira Putra,1,"tolong iklan shopeenya,nggak dipencet tapi tiba tiba masuk ke aplikasi sendiri.",2025-04-05 20:25:14
Fadhil2003,1,"tidak ada jasa kirim JNT di Shopee, saya berhenti belanja di Shopee, apaan dah kirim barang via SPX kemasan barang pada penyok kadang retak dan juga kadang dah GK berbentuk alias ancur😂😂😂 karyawan SPX pada GK niat kerja kah?",2025-04-05 20:25:07
Obed Immanuel,5,aman,2025-04-05 20:23:24
Taroni Taroni,5,bagus tapi masalahnya ngen + lemot,2025-04-05 20:22:06
Rejeki Handoko,5,mantap,2025-04-05 20:20:49
cerdaskan anak bangsa,5,"aplikasi yang sangat membantu,allhamdulillah.",2025-04-05 20:20:46
Rinaldi Morientes,5,pelayanan bagus,2025-04-05 20:20:04
Nurlhina Syamdjafar,4,Baik,2025-04-05 20:20:03
Siska amelia Siska,4,ok banget murah dan terjangkau,2025-04-05 20:19:04
Den Bagus,1,apk plerrr gj bet pesen apa Dateng apa,2025-04-05 20:18:41
Nur Lita,4,aplikasinya bagus dan barangnya murah banget,2025-04-05 20:18:30
Echo Sugianto,3,mantaf,2025-04-05 20:18:12
M. Rifki Wahyu,5,belanja pas dikantong....ajib,2025-04-05 20:16:37
Abi Nahla,5,"aplikasi penjualan paling top menurut ku. semoga aja produk ku laku keras, pesanan membeludak, & semoga saja pihak shopee mengerti keadaan pemula.",2025-04-05 20:14:59
Samsung A04s,5,baguss,2025-04-05 20:13:54
Gala Deriyant,5,sangat bagus👍,2025-04-05 20:12:43
Erlangga Bros opsional,2,"woe napa je en te express diputusin admin, gaada yang lebih nyaman kecuali je en te",2025-04-05 20:12:15
Ahmad Nurdiansah,5,Like,2025-04-05 20:11:30
setio utomo,5,shopee terbaik,2025-04-05 20:11:24
Agus Ferdyan,5,sangat membantu,2025-04-05 20:11:13
Susilah Suparjo,5,kerenn,2025-04-05 20:10:29
Agus Wiyanto,5,"lebih mudah belanja ,harga bersaing",2025-04-05 20:08:34
Komang Arya,1,paket nya datang nya lama🥲,2025-04-05 20:08:33
Syifa Nuraini Azzahro,5,"min ini waktu mau bayar kenapa tulisannya saldo tidak mencukupi ya, padahal saldoku udah lebih ??",2025-04-05 20:07:57
Boman Saputra,4,"bagus-bagus, cuman kirimnya lama",2025-04-05 20:07:17
HASBULLAH,5,Saya senang bisa belanja di rumah,2025-04-05 20:06:53
Allen Albert,5,"Alhamdulillah belanja online sangat membantu sekali,tapi kadang kala kendalanya diseller yg tidak amanah pemesanan yg bgni ga taunya tdk sesuai dengan pemesanan,,buat seller biar banyak yg langganan intinya harus amanah,sukses selalu buat shopee....",2025-04-05 20:04:55
Kurang Turu,5,shopee top markotop,2025-04-05 20:03:54
Sekeng Ardy,5,kerennn😍,2025-04-05 20:03:42
Ade Silver,1,woy paket gw kenapa hilang kocak udah di terima tapi kaga ada yang Nerima,2025-04-05 20:03:30
Frisay Anggraini,5,Saya senang banget bisa belanja disini dan sangat puas 🔥🤩🤩,2025-04-05 20:03:26
Kris Lakon,5,saya suka cuman minus ya kurir ya atau toko ya lama bales ya,2025-04-05 20:03:22
Erina Erliana,1,banyak penipuan n ribet,2025-04-05 20:03:18
Kiko Koko,5,bagus,2025-04-05 20:03:11
Naufal Jauhar ahmad,5,sangat memuaskan,2025-04-05 20:00:01
RIFAALIFATUHAWA RIFAALIFATUHAWA (Rifahawa),5,semoga bermanfaat,2025-04-05 19:59:19
Wulan Satria,3,"pesanan memang sampai ke konsumen,,, tapi 50% barang kek dari tong sampah,, cobalah di seleksi lagi, barang yang akan di jual ke konsumen,,, jangan mau uang konsumen aja,,, jadilah perentara yang bertangung jawab",2025-04-05 19:59:14
aryanti ambatil,5,Shopee is the best 👍👍👍👍🫰,2025-04-05 19:58:54
Muhammad Rafif ramadhan,5,mantap shopee is the best,2025-04-05 19:58:39
Robi Butarbutar,5,bagus,2025-04-05 19:58:35
Bent Official,5,👍,2025-04-05 19:58:10
Siapa Saya,1,"shopee sdg menggali kuburan nya sendiri. mulai dari J&T yg udh ga ada, pesan instan tp ternyata kurir bawa bbrpa barang lain (seperti sameday), pesan food sudah +2k (prioritas) lagi 2 kurir bawa pesanan lain, rating akun saya stuck di gold (pdhl blnja sudah puluhan jt) bukannya naik platinum tp ulang dari awal ke gold (gitu2 terus). system ancur. lebih baik pindah ke sebelah..!! Shopee sudah tdk sehat, BANYAK KORUPT. JUGA TERNYATA (DARK SYSTEM)!!! BASI SURUH EMAIL2 SEGALA SYSTEM UDH SEMAU NYA !!",2025-04-05 19:56:42
TUKANG ULIN BOGOR,5,"Shopie ok, sangat membantu sekali",2025-04-05 19:56:28
Teman Ayesha,5,terimakasih banyak,2025-04-05 19:55:37
Iwans Ady putra,1,kecewa dengan kebijakan pemilihan expedisi sori kalo bisa lebih kecil dari 1 mungkin sdh tak tersisa lagi bintang nya,2025-04-05 19:55:33
Batara Nursidik,5,semoga sukses selalu,2025-04-05 19:55:19
daffa jati nugroho,5,aplikasi mantap,2025-04-05 19:54:49
F474R SUK4R5ONO,5,"banyak gratis ongkir lebih hemat,,",2025-04-05 19:54:13
abel alghfy,2,pengirimannya lama semenjak ngandelin shopee spx doang masi mending jnt,2025-04-05 19:54:01
DELLA SHYNTIA PUTRI,5,baik,2025-04-05 19:53:55
Maulana Ridho,5,lihat kedepannya aja,2025-04-05 19:53:02
hinata amalia,5,"Bug nya bikin ilfilll, padahal suka banget belanja disini, tapi ya gt bug nya banyak banget bikin lemot juga",2025-04-05 19:52:43
Mahartika Rinti,5,"suka banget sama aplikasi ini, belanja tanpa harus keluar rumah. jadi, mempermudah, banyak promo juga. cocok untuk dompet pelajar.",2025-04-05 19:51:45
Arema Nia,3,Siip 👍🙏,2025-04-05 19:51:01
Elshadai Theopani Tito Potabuga,1,Buruk sangat² buruk kenapa J&T EXPRESS harus di hapus da fitur pengiriman sih ini barang saya ngk sampai² nih,2025-04-05 19:50:57
Adera rosvilianamalik,5,bagus,2025-04-05 19:50:50
Supri Yanto,4,bagus,2025-04-05 19:50:24
Sulthon Amin,5,voucher nya tolong di buat unlimited ya🗿🙏🏻,2025-04-05 19:49:43
Abdurrahman 12,5,bagus,2025-04-05 19:49:27
Imam Kun,5,"sebagai pengguna shopee dan shopeefood driver saya merasa puas untuk saat ini dengan fitur"" dan promo yg diberikan. semoga kedepannya bisa di kembangkan lagi ❤️",2025-04-05 19:49:25
Sugar Bomb Gaming,5,"emang ga bikin hemat ini aplikasi, bawaannya pengen CO mulu",2025-04-05 19:48:27
safa mega,3,lumayan agak lemot kebanyakan updet,2025-04-05 19:47:56
Bambang Christanto,5,memudahkan belanja,2025-04-05 19:46:41
Bakteri Jail,5,ok lah,2025-04-05 19:46:32
Hafidz Muhadzib,5,"bagus, cuma spaylater masih sedikit saldo nya",2025-04-05 19:46:07
Dwi Setiawan,5,barangnya lengkap update semua,2025-04-05 19:45:34
Sakaria Tarigan,1,"saya kecewa, masak kurir nya nggak nelpon saya karna nomor yang saya pakai nomor telepon biasa kalau memang harus WhatsApp bilang dari awal pendaftarannya. jadinya kek gini barang saya langsung di returr",2025-04-05 19:45:07
budi sis,5,bagus bagus produk nya,2025-04-05 19:44:53
Sri Lestari,5,shopee memuaskan,2025-04-05 19:44:22
Ilham Pwd,5,mantap untuk belanja,2025-04-05 19:44:20
Joni Stylus2,5,mantap,2025-04-05 19:42:30
muh yusuf,5,bagus,2025-04-05 19:41:49
Barudinys92 Ardupys,4,cukup membantu,2025-04-05 19:41:32
Japar Jaya,5,shopi memang Ok,2025-04-05 19:41:24
reggie “eggie” cell,5,easy pay,2025-04-05 19:41:10
sastra andika,5,enak sih pakai aplikasi online ini tapi kadang kadang ad yg tidak sesuai dengan gambar atau expetasi yg kita bayang kan kadang ada yg sesuai kadang ad yg tidak.,2025-04-05 19:40:58
niken wisesa,4,baik,2025-04-05 19:39:38
ikha hafiza,5,bagus,2025-04-05 19:39:28
Muhammad Reza Azhary,5,mantap,2025-04-05 19:38:05
Juntax 82,2,sering kali update fitur,2025-04-05 19:37:44
Roni Sitompul,5,good,2025-04-05 19:36:57
Dhon Juan,5,bagus banget dan produknya sesuai murah lagi makin mantap,2025-04-05 19:36:24
Saripah Ai,5,"seneng belanja dishopee barangnya sesuai dengan deskripsinya,,,,ongkirnya juga,,,,puas deh pokoknya",2025-04-05 19:34:38
Dwi Pakpoh,2,oke,2025-04-05 19:34:25
Dzakia Maritza,5,"barang nya bagus bagus semua murah lagi,apalagi ada gratis ongkir nya makin semangat belanjanya,lebih enak belanja di shopee aja dan juga kurir nya ramah 😊😊",2025-04-05 19:34:05
Bagas Eka Prastyawan,1,"tolol j&t malah di pecat, malah milih spx yang jelas pelayanan nya super super lambat kecewa berat",2025-04-05 19:34:02
Setiadi Adi,4,siaapp,2025-04-05 19:33:36
URIL Bsk,5,aplikasi ini sangat bagus bagi saya,2025-04-05 19:31:57
Wahyudi 1986 Yudi,5,sangat membantu,2025-04-05 19:31:36
irwan syah,5,bagus,2025-04-05 19:31:18
KRISNA BAYU,5,sangat bagus,2025-04-05 19:30:08
Roblox gaming,5,Mnatapppp👍👍👍👍,2025-04-05 19:28:56
Laura Azzahra,5,shopee sangat membantu sekali....makasih shopee,2025-04-05 19:28:37
Teh Malla,5,"alhamdulillah slama pke aplikasi ini brang nya selalu sesuai,, trima kasih",2025-04-05 19:28:34
Amel Ameliaa,2,"Apasi shopee food sekarang suka bgt lama dapat driver, padahal nyoba order di device lain cepet bgt. Giliran di device sendiri lamanya minta ampun, padahal udah sering langganan di Shopee Food.",2025-04-05 19:27:47
Anna Silviana,5,aplikasi ini sangat mudah digunakan dan membantu kebutuhan ku.,2025-04-05 19:27:44
Nur Azis,4,"belanja ga jadi ribet,tapi aku ga bisa login hkhkhhkhk",2025-04-05 19:26:56
Tata Apriatna,5,banyak diskon nya,2025-04-05 19:26:38
Boechor Farel,5,aplikasi ini sangat bagus,2025-04-05 19:25:09
Taufik Rochman,5,murah,2025-04-05 19:25:08
Reno,5,mantap,2025-04-05 19:24:17
Fitri Ana,2,tidak bisa buat cek out,2025-04-05 19:24:06
Susi Sulastri,5,Bagus saya suka,2025-04-05 19:23:06
Prayoga Muliyaru,5,sangat membantu untuk belanja,2025-04-05 19:23:06
Abiyyuainul Mustaqim,5,Aplikasi ini bagus sekali,2025-04-05 19:22:55
Siti Fatimah,1,"kak aku mau shipee yg kaya dulu, bisa milih kurir yaa",2025-04-05 19:22:36
Malawi Supendi,5,jadi semangat belanja,2025-04-05 19:22:27
Titin Rahayu,5,@shoppe keren abis,2025-04-05 19:21:56
Udin Udin,5,dulu sy susah sekali belanja kebutuhan alat2 pertukangan dan bahan bantu seperti macam2 lem dan spare part mebel tapi semenjak ada shopee semuanya jadi gampang.termakasih shopee,2025-04-05 19:21:53
RamliRaml RamliRamli,2,baik,2025-04-05 19:20:54
caem 007,5,"belanja mudah,banyak promo & diskon",2025-04-05 19:20:26
Nadhira Zea azzahra,5,ok bgt,2025-04-05 19:19:24
Mella Kustiani,5,"puas banget,,keren",2025-04-05 19:19:22
Joesanti Nurhidayah,4,keren,2025-04-05 19:17:40
Rosita ochi,5,memudah kan smw nya saat berblnja maksih shope,2025-04-05 19:14:49
Inuyasa Nitoryu,1,kemasan nya gak bagus pecah,2025-04-05 19:14:46
Sakti Ff,1,"kurir tidak ramah dan tidak mau ngirim,coba tambahin fitur kontak kurir kek dilazada",2025-04-05 19:13:17
aldi syptra,5,sangatvbagus,2025-04-05 19:09:57
Siti Maryam,5,👍👍,2025-04-05 19:09:04
Gerardus Dewasa,5,aplikasi paling sempurna dan mantap,2025-04-05 19:09:03
umar sumardi,5,pengiriman cepat dan aman,2025-04-05 19:08:39
abdul munib junior,5,sekarang kok sering banyak transaksi cek oUt yang di batalkan Shopee.....???????,2025-04-05 19:05:51
Marsha Reihan,5,bagus buat belanja belanja🤭🤭,2025-04-05 19:05:50
Ikbal,3,"min, saya udah 2 tahun lebih pake spaylater limit ada 6 Jutaan + limit extra jadi 15 Jutaan pas mau ke merchant erafone terdekat mau beli ip, limit dan limit extra malah jadi berkurang total jadi 9 Jutaan terus pas mau bayar beli ip di merchant terdekat, malah gagal dan di bekukan sampai ke bulan depan, sangat kecewa dan jadi malu di toko merchant terdekat mau co tapi gagal, tolong pencerahan nya",2025-04-05 19:05:45
Aurelita nasuha,2,"kecewa si udh paling bener pake J&T malah pake SPX udah lah lama datengnya salah rumah lagi mas kurirnya, ga lagi"" deh beli barang dishopee",2025-04-05 19:05:37
Kus Wanto,5,sangat trbantu oleh shopie . selain hrga yg murah jg tdak semua brang yg sy inginkn ada d tmpat sy. tp mlalui shopie semua trsedia .trmakasih shopie...,2025-04-05 19:05:02
Aldiansyah,3,"mohon maaf tolong diperbaiki UI Aplikasinya karena hp saya sudah bagus,jaringan stabil. tapi sering sekali lelet/ngelek saat masuk di aplikasi shoope nya mau scroll2 lama banget kadang tolong dong kok makin berat ni aplikasi padahal size nya gak besar-besar amat.",2025-04-05 19:04:25
SARTIYO Nayla,4,suka shopee tp kenapa lama pengiriman barang 😔😔😔,2025-04-05 19:04:17
Nasrul Uloh,5,mantap,2025-04-05 19:03:59
Baja Api,5,shopee tetap terbaik kalau bisa semua produk bisa cod cek dulu baru tambah mantap menjaga penjualan nakal yang merusak nama shopee,2025-04-05 19:03:43
Michael fransiscus ginting,1,banyak sekali iklan dan notifikasi enggak perlu hanya iklan menggangu yang ke aplikasi shoppe,2025-04-05 19:03:42
Wulan Arumi,5,bagus,2025-04-05 19:03:28
PUTRA MANDALA,5,mantul,2025-04-05 19:03:10
Chairil Amberi,5,shopee mantap,2025-04-05 19:03:06
Ani azka,5,mantul,2025-04-05 19:02:36
Umi Dafi,5,top markotop pokoknya,2025-04-05 19:01:26
Pahmi Hilmansyah,1,"yg buat gua ga suka belanja di sini tuh susah nyari cod, opsi udah cod di gambar tertera cod tapi di saat mau check out ga bisa!!! biaya layanan sampe 7300 sekian, gila kali blum lagi masalah ongkir barang2 yg gua cari juga banyakan ga ada, beda sma marketplace yg lain",2025-04-05 19:01:10
Satria introDEVIL,1,setelah j&t tidak iku Shopee pengiriman selalu lama,2025-04-05 19:00:34
Agustinus Limbong,1,kecewa dgn pihak shoppe. dana di kembalikan dana di kembalikan transfer balik ke no.rek terpotong lagi saldo dana kembalikan. hadee...,2025-04-05 19:00:31
Maria Yosina,5,Sangat menyenangkan,2025-04-05 19:00:30
Eko Sutiyono,5,lebih baik dan lebih jelas ..,2025-04-05 18:59:39
Gede Sentot,5,sangat terpecaya,2025-04-05 18:59:32
Ravell Saputra,1,kurir daerah surabaya kurang profesional.. kirim paket cod pas penerima tidak ada ditempat bukannya menghubungi penerima dulu malah diundur terus ke hari lain. padahal penerima paket walaupun tidak ada ditempat sudah meninggalkan ongkos cod di tempat tertentu!! tinggal kurirnya aja yg punya otak atau tidak utk konfirmasi ke penerima.. lagian kalau pengiriman diundur terus bukannya capek sendiri lu bolak-balik!!,2025-04-05 18:59:23
Alfaridho Hanafi,5,👍🏻,2025-04-05 18:58:53
Andi Prasetiyanto,5,mantap transfer ke semuanya bank gratis,2025-04-05 18:57:18
Agus Hendra,5,mantap,2025-04-05 18:57:15
Tubagus. Syamsul,5,Terimakasih pesanan saya sudah sampai tepat waktu.,2025-04-05 18:56:56
Sahira Inasya ira,5,mantaaaf,2025-04-05 18:56:42
Asep Falah,5,aplikasi berguna bagi saya untuk membeli produk jualan dari seluruh Indonesia,2025-04-05 18:55:42
Wisnu Trinugroho,5,mantap....,2025-04-05 18:55:37
Medan Part,5,cepat baik,2025-04-05 18:54:58
Lusi Kholifah,5,topppp,2025-04-05 18:54:21
Raisha Dzakiyyah,5,aplikasinya bgs bgtttt...🤩🤩🤩🤩👍🏻👍🏻👍🏻,2025-04-05 18:54:18
Susi Pretty,4,semoga makin bagus dn jaya,2025-04-05 18:54:10
bawor “Gimbal Putra Bawor”,5,sejauh ini saya cukup puas dg pelayanan shopee,2025-04-05 18:53:07
Ifaaa Selepp22,4,kadang sesuai kadang nggaa tapii bagus I like shopee,2025-04-05 18:53:01
Nisri naina,5,mantap,2025-04-05 18:52:46
Ismai jaya permana,1,pengiriman nya lama banget 10 hari baru nyampe,2025-04-05 18:52:41
bayu sa,5,sangat berguna,2025-04-05 18:51:47
Reza Aldiwinata,3,"katanya pengiriman tepat waktu tapi barang saya datang tanggal 7 tiba"" di undur tanggal 9",2025-04-05 18:50:57
alan alfath,5,good apk,2025-04-05 18:49:36
Angelina Kasakeyan,5,shoppe mantul,2025-04-05 18:49:31
M raihan,5,good apk,2025-04-05 18:48:05
Asmuni Bisnis,5,oke,2025-04-05 18:47:51
Lisdiana,5,sangat membantu dan memudahkan saya,2025-04-05 18:47:46
Funny Channel,1,"barang sudah sampai di drop,, tetapi tidak ada pergerakan sangat buat kecewa,, masih bagusan kurir j&t.Kesalahan besar Shopee melepas kerjasama dengan j&T, lihat ke depan nya apakah sebagus di pegang J&T untuk masalah pengiriman🙂",2025-04-05 18:47:25
Imey Story,5,Suka banget sama shopee🥰,2025-04-05 18:45:14
Muhammad Rayhan,2,"udah bener pengiriman sama jnt malah di putusin, jadi lama pengiriman, biasany dikirim ke lokasi jam 7 pagi, jam 2 siang udh nyampe, sekarang dari jam 7 pagi sampe jam 7 malem blom Dateng dateng gajelas bngt",2025-04-05 18:44:55
radenRA,1,lama dapet draivernya,2025-04-05 18:44:53
Achmad Fauzan Nur Ikhwan,5,gacor leee,2025-04-05 18:44:32
Rendi Setiawan,5,bagus,2025-04-05 18:43:58
